UF_ATENDIMENTO;TIPO;CLASSIFICACAO;NACIONALIDADE;TOTAL
DF;SAIDA;VISITANTE;FINLÂNDIA;1
DF;SAIDA;VISITANTE;FRANÇA;43
DF;SAIDA;VISITANTE;GRANADA;1
DF;SAIDA;VISITANTE;GRÉCIA;2
DF;SAIDA;VISITANTE;GUATEMALA;13
DF;SAIDA;VISITANTE;GUIANA;3
DF;SAIDA;VISITANTE;HAITI;2
DF;SAIDA;VISITANTE;HONDURAS;4
DF;SAIDA;VISITANTE;INDONÉSIA;1
DF;SAIDA;VISITANTE;IRLANDA;20
DF;SAIDA;VISITANTE;ISRAEL;20
DF;SAIDA;VISITANTE;ITÁLIA;47
DF;SAIDA;VISITANTE;JAPÃO;5
DF;SAIDA;VISITANTE;KUWAIT;1
DF;SAIDA;VISITANTE;LETÔNIA;2
DF;SAIDA;VISITANTE;LUXEMBURGO;1
DF;SAIDA;VISITANTE;MALTA;2
DF;SAIDA;VISITANTE;MARROCOS;1
DF;SAIDA;VISITANTE;MOLDÁVIA OU MOLDOVA;1
DF;SAIDA;VISITANTE;MÉXICO;56
DF;SAIDA;VISITANTE;NIGÉRIA;1
DF;SAIDA;VISITANTE;NORUEGA;6
DF;SAIDA;VISITANTE;NOVA ZELÂNDIA;9
DF;SAIDA;VISITANTE;PANAMÁ;16
DF;SAIDA;VISITANTE;PARAGUAI;4
DF;SAIDA;VISITANTE;PAÍSES BAIXOS;17
DF;SAIDA;VISITANTE;PERU;348
DF;SAIDA;VISITANTE;POLÔNIA;3
DF;SAIDA;VISITANTE;PORTUGAL;121
DF;SAIDA;VISITANTE;REINO UNIDO;47
DF;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;11
DF;SAIDA;VISITANTE;RÚSSIA;13
DF;SAIDA;VISITANTE;SANTA LÚCIA;1
DF;SAIDA;VISITANTE;SINGAPURA;2
DF;SAIDA;VISITANTE;SUÉCIA;4
DF;SAIDA;VISITANTE;SUÍÇA;22
DF;SAIDA;VISITANTE;TAIWAN;1
DF;SAIDA;VISITANTE;TRINIDAD E TOBAGO;3
DF;SAIDA;VISITANTE;TURQUIA;8
DF;SAIDA;VISITANTE;UCRÂNIA;4
DF;SAIDA;VISITANTE;URUGUAI;9
DF;SAIDA;VISITANTE;UZBEQUISTÃO;12
DF;SAIDA;VISITANTE;VENEZUELA;179
DF;SAIDA;VISITANTE;ÁFRICA DO SUL;2
DF;SAIDA;VISITANTE;ÁUSTRIA;3
DF;SAIDA;VISITANTE;ÍNDIA;21
DF;SAIDA;VISITANTE;ALEMANHA;18
DF;SAIDA;VISITANTE;ARGENTINA;48
DF;SAIDA;VISITANTE;AUSTRÁLIA;8
DF;SAIDA;VISITANTE;BAHAMAS;2
DF;SAIDA;VISITANTE;BARBADOS;16
DF;SAIDA;VISITANTE;BÉLGICA;1
DF;SAIDA;VISITANTE;CANADÁ;14
DF;SAIDA;VISITANTE;CHILE;24
DF;SAIDA;VISITANTE;CHINA;6
DF;SAIDA;VISITANTE;COLÔMBIA;66
DF;SAIDA;VISITANTE;COSTA RICA;5
DF;SAIDA;VISITANTE;DINAMARCA;1
DF;SAIDA;VISITANTE;DOMINICA;1
DF;SAIDA;VISITANTE;EL SALVADOR;3
DF;SAIDA;VISITANTE;EQUADOR;14
DF;SAIDA;VISITANTE;ESPANHA;15
DF;SAIDA;VISITANTE;ESTADOS UNIDOS;33
DF;SAIDA;VISITANTE;FILIPINAS;1
DF;SAIDA;VISITANTE;FINLÂNDIA;2
DF;SAIDA;VISITANTE;FRANÇA;13
DF;SAIDA;VISITANTE;GRANADA;3
DF;SAIDA;VISITANTE;GRÉCIA;1
DF;SAIDA;VISITANTE;GUATEMALA;8
DF;SAIDA;VISITANTE;GUIANA;3
DF;SAIDA;VISITANTE;HAITI;2
DF;SAIDA;VISITANTE;HONDURAS;9
DF;SAIDA;VISITANTE;IRLANDA;3
DF;SAIDA;VISITANTE;IRÃ;2
DF;SAIDA;VISITANTE;ITÁLIA;14
DF;SAIDA;VISITANTE;JAMAICA;4
DF;SAIDA;VISITANTE;JAPÃO;1
DF;SAIDA;VISITANTE;JORDÂNIA;1
DF;SAIDA;VISITANTE;MÉXICO;22
DF;SAIDA;VISITANTE;NICARÁGUA;2
DF;SAIDA;VISITANTE;NIGÉRIA;1
DF;SAIDA;VISITANTE;NOVA ZELÂNDIA;1
DF;SAIDA;VISITANTE;PANAMÁ;5
DF;SAIDA;VISITANTE;PAQUISTÃO;1
DF;SAIDA;VISITANTE;PARAGUAI;1
DF;SAIDA;VISITANTE;PAÍSES BAIXOS;2
DF;SAIDA;VISITANTE;PERU;90
DF;SAIDA;VISITANTE;PORTUGAL;16
DF;SAIDA;VISITANTE;REINO UNIDO;16
DF;SAIDA;VISITANTE;REPÚBLICA DOMINICANA;11
DF;SAIDA;VISITANTE;RÚSSIA;4
DF;SAIDA;VISITANTE;SANTA LÚCIA;2
DF;SAIDA;VISITANTE;SURINAME;3
DF;SAIDA;VISITANTE;SUÍÇA;5
DF;SAIDA;VISITANTE;SÃO CRISTOVÃO E NEVIS;4
DF;SAIDA;VISITANTE;SÃO VICENTE E GRANADINAS;2
DF;SAIDA;VISITANTE;TAIWAN;1
DF;SAIDA;VISITANTE;TRINIDAD E TOBAGO;7
DF;SAIDA;VISITANTE;URUGUAI;3
DF;SAIDA;VISITANTE;VENEZUELA;11
DF;SAIDA;VISITANTE;ÁUSTRIA;1
DF;SAIDA;VISITANTE;ÍNDIA;2
DF;SAIDA;VISITANTE;ARGENTINA;92
DF;SAIDA;VISITANTE;CHINA;1
DF;SAIDA;VISITANTE;COLÔMBIA;1
DF;SAIDA;VISITANTE;CORÉIA DO SUL;3
DF;SAIDA;VISITANTE;ESTADOS UNIDOS;2
DF;SAIDA;VISITANTE;FRANÇA;2
DF;SAIDA;VISITANTE;ITÁLIA;2
DF;SAIDA;VISITANTE;MARROCOS;1
DF;SAIDA;VISITANTE;PERU;2
DF;SAIDA;VISITANTE;VENEZUELA;68
DF;SAIDA;VISITANTE;ARGENTINA;9
DF;SAIDA;VISITANTE;CANADÁ;5
DF;SAIDA;VISITANTE;COLÔMBIA;10
DF;SAIDA;VISITANTE;COSTA RICA;1
DF;SAIDA;VISITANTE;CUBA;2
DF;SAIDA;VISITANTE;EQUADOR;11
DF;SAIDA;VISITANTE;ESTADOS UNIDOS;11
DF;SAIDA;VISITANTE;GUIANA;4
DF;SAIDA;VISITANTE;PERU;28
DF;SAIDA;VISITANTE;REINO UNIDO;2
DF;SAIDA;VISITANTE;RÚSSIA;1
DF;SAIDA;VISITANTE;VENEZUELA;2
DF;SAIDA;VISITANTE;ARGENTINA;3
DF;SAIDA;VISITANTE;AUSTRÁLIA;1
DF;SAIDA;VISITANTE;BOLÍVIA;1
DF;SAIDA;VISITANTE;CHILE;1
DF;SAIDA;VISITANTE;CHINA;1
DF;SAIDA;VISITANTE;COLÔMBIA;7
DF;SAIDA;VISITANTE;EL SALVADOR;1
DF;SAIDA;VISITANTE;ESTADOS UNIDOS;1
DF;SAIDA;VISITANTE;FRANÇA;1
DF;SAIDA;VISITANTE;GUATEMALA;2
DF;SAIDA;VISITANTE;MÉXICO;1
DF;SAIDA;VISITANTE;PERU;7
DF;SAIDA;VISITANTE;TURQUIA;1
DF;SAIDA;VISITANTE;VENEZUELA;24
DF;SAIDA;VISITANTE;ÍNDIA;2
DF;SAIDA;OUTROS;COLÔMBIA;1
DF;SAIDA;OUTROS;FILIPINAS;1
DF;SAIDA;OUTROS;HAITI;1
DF;SAIDA;OUTROS;IRÃ;18
DF;SAIDA;OUTROS;SUÉCIA;1
DF;SAIDA;OUTROS;ÍNDIA;1
DF;SAIDA;OUTROS;ALEMANHA;8
DF;SAIDA;OUTROS;ANTÍGUA E BARBUDA;1
DF;SAIDA;OUTROS;ARGENTINA;3
DF;SAIDA;OUTROS;ARÁBIA SAUDITA;1
DF;SAIDA;OUTROS;AUSTRÁLIA;4
DF;SAIDA;OUTROS;BAHAMAS;2
DF;SAIDA;OUTROS;BARBADOS;2
DF;SAIDA;OUTROS;BELIZE;1
DF;SAIDA;OUTROS;BRASIL;116
DF;SAIDA;OUTROS;BÉLGICA;1
DF;SAIDA;OUTROS;CHILE;2
DF;SAIDA;OUTROS;CHINA;34
DF;SAIDA;OUTROS;COLÔMBIA;1
DF;SAIDA;OUTROS;CUBA;4
DF;SAIDA;OUTROS;EQUADOR;1
DF;SAIDA;OUTROS;ESPANHA;2
DF;SAIDA;OUTROS;ESTADOS UNIDOS;32
DF;SAIDA;OUTROS;FRANÇA;12
DF;SAIDA;OUTROS;GUATEMALA;1
DF;SAIDA;OUTROS;GUIANA;3
DF;SAIDA;OUTROS;GUINÉ BISSAU;1
DF;SAIDA;OUTROS;HAITI;3
DF;SAIDA;OUTROS;INDONÉSIA;1
DF;SAIDA;OUTROS;IRÃ;47
DF;SAIDA;OUTROS;ISRAEL;1
DF;SAIDA;OUTROS;ITÁLIA;11
DF;SAIDA;OUTROS;JAMAICA;3
DF;SAIDA;OUTROS;JAPÃO;2
DF;SAIDA;OUTROS;MOÇAMBIQUE;1
DF;SAIDA;OUTROS;MÉXICO;2
DF;SAIDA;OUTROS;NEPAL;3
DF;SAIDA;OUTROS;NORUEGA;1
DF;SAIDA;OUTROS;PALESTINA;1
DF;SAIDA;OUTROS;PANAMÁ;1
DF;SAIDA;OUTROS;PARAGUAI;1
DF;SAIDA;OUTROS;PERU;2
DF;SAIDA;OUTROS;PORTUGAL;2
DF;SAIDA;OUTROS;REINO UNIDO;1
DF;SAIDA;OUTROS;REPÚBLICA DOMINICANA;15
DF;SAIDA;OUTROS;ROMÊNIA;1
DF;SAIDA;OUTROS;SÉRVIA;1
DF;SAIDA;OUTROS;TRINIDAD E TOBAGO;2
DF;SAIDA;OUTROS;ÍNDIA;2
DF;SAIDA;OUTROS;ALEMANHA;29
DF;SAIDA;OUTROS;ANGOLA;1
DF;SAIDA;OUTROS;ANTÍGUA E BARBUDA;5
DF;SAIDA;OUTROS;ARGENTINA;16
DF;SAIDA;OUTROS;ARGÉLIA;3
DF;SAIDA;OUTROS;ARÁBIA SAUDITA;5
DF;SAIDA;OUTROS;AUSTRÁLIA;11
DF;SAIDA;OUTROS;BAHAMAS;6
DF;SAIDA;OUTROS;BANGLADESH;1
DF;SAIDA;OUTROS;BARBADOS;18
DF;SAIDA;OUTROS;BELIZE;3
DF;SAIDA;OUTROS;BENIN;11
DF;SAIDA;OUTROS;BOLÍVIA;1
DF;SAIDA;OUTROS;BRASIL;78
DF;SAIDA;OUTROS;BULGÁRIA;1
DF;SAIDA;OUTROS;BURKINA FASO;1
DF;SAIDA;OUTROS;BÉLGICA;10
DF;SAIDA;OUTROS;CABO VERDE;1
DF;SAIDA;OUTROS;CAMARÕES;3
DF;SAIDA;OUTROS;CAMBOJA;1
DF;SAIDA;OUTROS;CANADÁ;20
DF;SAIDA;OUTROS;CHILE;3
DF;SAIDA;OUTROS;CHINA;21
DF;SAIDA;OUTROS;COLÔMBIA;28
DF;SAIDA;OUTROS;CORÉIA DO NORTE;2
DF;SAIDA;OUTROS;CORÉIA DO SUL;1
DF;SAIDA;OUTROS;CUBA;28
DF;SAIDA;OUTROS;DINAMARCA;1
DF;SAIDA;OUTROS;DJIBUTI;1
DF;SAIDA;OUTROS;EGITO;1
DF;SAIDA;OUTROS;EQUADOR;3
DF;SAIDA;OUTROS;ESLOVÁQUIA;1
DF;SAIDA;OUTROS;ESPANHA;19
DF;SAIDA;OUTROS;ESTADOS UNIDOS;121
DF;SAIDA;OUTROS;FINLÂNDIA;3
DF;SAIDA;OUTROS;FRANÇA;11
DF;SAIDA;OUTROS;GABÃO;1
DF;SAIDA;OUTROS;GANA;1
DF;SAIDA;OUTROS;GEÓRGIA;4
DF;SAIDA;OUTROS;GRANADA;4
DF;SAIDA;OUTROS;GRÉCIA;1
DF;SAIDA;OUTROS;GUATEMALA;5
DF;SAIDA;OUTROS;GUIANA;4
DF;SAIDA;OUTROS;HAITI;10
DF;SAIDA;OUTROS;HONDURAS;3
DF;SAIDA;OUTROS;HUNGRIA;1
DF;SAIDA;OUTROS;IRAQUE;2
DF;SAIDA;OUTROS;IRLANDA;2
DF;SAIDA;OUTROS;IRÃ;9
DF;SAIDA;OUTROS;ISRAEL;8
DF;SAIDA;OUTROS;ITÁLIA;16
DF;SAIDA;OUTROS;JAMAICA;5
DF;SAIDA;OUTROS;JAPÃO;5
DF;SAIDA;OUTROS;JORDÂNIA;1
DF;SAIDA;OUTROS;LUXEMBURGO;1
DF;SAIDA;OUTROS;LÍBIA;8
DF;SAIDA;OUTROS;MALTA;1
DF;SAIDA;OUTROS;MALÁSIA;1
DF;SAIDA;OUTROS;MARROCOS;5
DF;SAIDA;OUTROS;MÉXICO;4
DF;SAIDA;OUTROS;NIGÉRIA;2
DF;SAIDA;OUTROS;NORUEGA;7
DF;SAIDA;OUTROS;NOVA ZELÂNDIA;4
DF;SAIDA;OUTROS;PALESTINA;1
DF;SAIDA;OUTROS;PAÍSES BAIXOS;1
DF;SAIDA;OUTROS;PERU;7
DF;SAIDA;OUTROS;POLÔNIA;6
DF;SAIDA;OUTROS;PORTUGAL;6
DF;SAIDA;OUTROS;REINO UNIDO;17
DF;SAIDA;OUTROS;REPÚBLICA DOMINICANA;3
DF;SAIDA;OUTROS;REPÚBLICA TCHECA;4
DF;SAIDA;OUTROS;ROMÊNIA;3
DF;SAIDA;OUTROS;RÚSSIA;1
DF;SAIDA;OUTROS;SANTA LÚCIA;6
DF;SAIDA;OUTROS;SENEGAL;1
DF;SAIDA;OUTROS;SINGAPURA;3
DF;SAIDA;OUTROS;SUÉCIA;15
DF;SAIDA;OUTROS;SUÍÇA;9
DF;SAIDA;OUTROS;SÃO CRISTOVÃO E NEVIS;2
DF;SAIDA;OUTROS;SÃO TOMÉ E PRÍNCIPE;1
DF;SAIDA;OUTROS;SÃO VICENTE E GRANADINAS;4
DF;SAIDA;OUTROS;SÉRVIA;1
DF;SAIDA;OUTROS;TAIWAN;4
DF;SAIDA;OUTROS;TIMOR LESTE;3
DF;SAIDA;OUTROS;TRINIDAD E TOBAGO;5
DF;SAIDA;OUTROS;TURQUIA;1
DF;SAIDA;OUTROS;URUGUAI;4
DF;SAIDA;OUTROS;VENEZUELA;3
DF;SAIDA;OUTROS;ÁUSTRIA;1
DF;SAIDA;OUTROS;ÍNDIA;6
DF;SAIDA;OUTROS;PANAMÁ;1
DF;SAIDA;OUTROS;ARGENTINA;8
DF;SAIDA;OUTROS;AUSTRÁLIA;4
DF;SAIDA;OUTROS;BOLÍVIA;2
DF;SAIDA;OUTROS;BRASIL;1029
DF;SAIDA;OUTROS;BÉLGICA;1
DF;SAIDA;OUTROS;CANADÁ;5
DF;SAIDA;OUTROS;CHILE;39
DF;SAIDA;OUTROS;COLÔMBIA;7
DF;SAIDA;OUTROS;COSTA RICA;1
DF;SAIDA;OUTROS;EL SALVADOR;1
DF;SAIDA;OUTROS;EQUADOR;1
DF;SAIDA;OUTROS;ESPANHA;5
DF;SAIDA;OUTROS;ESTADOS UNIDOS;8
DF;SAIDA;OUTROS;ESTÔNIA;1
DF;SAIDA;OUTROS;FRANÇA;17
DF;SAIDA;OUTROS;ITÁLIA;3
DF;SAIDA;OUTROS;MÉXICO;1
DF;SAIDA;OUTROS;PANAMÁ;153
DF;SAIDA;OUTROS;PAÍSES BAIXOS;1
DF;SAIDA;OUTROS;PERU;166
DF;SAIDA;OUTROS;POLÔNIA;1
DF;SAIDA;OUTROS;PORTUGAL;266
DF;SAIDA;OUTROS;REINO UNIDO;2
DF;SAIDA;OUTROS;REPÚBLICA DOMINICANA;3
DF;SAIDA;OUTROS;RÚSSIA;14
DF;SAIDA;OUTROS;URUGUAI;5
DF;SAIDA;OUTROS;VENEZUELA;4
DF;SAIDA;OUTROS;ÁUSTRIA;1
DF;SAIDA;OUTROS;PORTUGAL;10
DF;SAIDA;OUTROS;CUBA;4
DF;SAIDA;OUTROS;FRANÇA;1
DF;SAIDA;OUTROS;CANADÁ;2
DF;SAIDA;OUTROS;ARGENTINA;2
DF;SAIDA;OUTROS;COLÔMBIA;5
DF;SAIDA;OUTROS;EQUADOR;1
DF;SAIDA;OUTROS;ESTADOS UNIDOS;2
DF;SAIDA;OUTROS;PERU;1
DF;SAIDA;OUTROS;PORTUGAL;2
DF;SAIDA;OUTROS;VENEZUELA;2
DF;SAIDA;OUTROS;ALEMANHA;8
DF;SAIDA;OUTROS;ARGENTINA;2
DF;SAIDA;OUTROS;BÉLGICA;3
DF;SAIDA;OUTROS;CANADÁ;13
DF;SAIDA;OUTROS;CHILE;4
DF;SAIDA;OUTROS;COLÔMBIA;4
DF;SAIDA;OUTROS;CUBA;5
DF;SAIDA;OUTROS;DINAMARCA;3
DF;SAIDA;OUTROS;ESPANHA;29
DF;SAIDA;OUTROS;ESTADOS UNIDOS;74
DF;SAIDA;OUTROS;FRANÇA;9
DF;SAIDA;OUTROS;GRÉCIA;2
DF;SAIDA;OUTROS;IRLANDA;1
DF;SAIDA;OUTROS;ISRAEL;1
DF;SAIDA;OUTROS;ITÁLIA;36
DF;SAIDA;OUTROS;LUXEMBURGO;3
DF;SAIDA;OUTROS;MÉXICO;3
DF;SAIDA;OUTROS;PAÍSES BAIXOS;4
DF;SAIDA;OUTROS;PERU;1
DF;SAIDA;OUTROS;POLÔNIA;1
DF;SAIDA;OUTROS;PORTUGAL;54
DF;SAIDA;OUTROS;REINO UNIDO;6
DF;SAIDA;OUTROS;REPÚBLICA DOMINICANA;1
DF;SAIDA;OUTROS;REPÚBLICA TCHECA;1
DF;SAIDA;OUTROS;SUÉCIA;2
DF;SAIDA;OUTROS;SUÍÇA;7
DF;SAIDA;OUTROS;ÁUSTRIA;5
DF;SAIDA;TEMPORÁRIO;ALEMANHA;2
DF;SAIDA;TEMPORÁRIO;BÉLGICA;1
DF;SAIDA;TEMPORÁRIO;CHINA;1
DF;SAIDA;TEMPORÁRIO;COLÔMBIA;29
DF;SAIDA;TEMPORÁRIO;CUBA;2
DF;SAIDA;TEMPORÁRIO;ESPANHA;1
DF;SAIDA;TEMPORÁRIO;ESTADOS UNIDOS;7
DF;SAIDA;TEMPORÁRIO;FRANÇA;5
DF;SAIDA;TEMPORÁRIO;ITÁLIA;1
DF;SAIDA;TEMPORÁRIO;JAPÃO;1
DF;SAIDA;TEMPORÁRIO;MÉXICO;3
DF;SAIDA;TEMPORÁRIO;PERU;3
DF;SAIDA;TEMPORÁRIO;POLÔNIA;1
DF;SAIDA;TEMPORÁRIO;PORTUGAL;1
DF;SAIDA;TEMPORÁRIO;REINO UNIDO;3
DF;SAIDA;TEMPORÁRIO;VENEZUELA;2
DF;SAIDA;TEMPORÁRIO;ÁFRICA DO SUL;2
DF;SAIDA;OUTROS;BRASIL;28497
ES;ENTRADA;VISITANTE;ARGENTINA;2
ES;ENTRADA;OUTROS;BULGÁRIA;8
ES;ENTRADA;OUTROS;CHINA;20
ES;ENTRADA;OUTROS;CORÉIA DO SUL;99
ES;ENTRADA;OUTROS;ESTÔNIA;1
ES;ENTRADA;OUTROS;FILIPINAS;256
ES;ENTRADA;OUTROS;GEÓRGIA;1
ES;ENTRADA;OUTROS;GRÉCIA;6
ES;ENTRADA;OUTROS;INDONÉSIA;25
ES;ENTRADA;OUTROS;ITÁLIA;16
ES;ENTRADA;OUTROS;MONTENEGRO;1
ES;ENTRADA;OUTROS;POLÔNIA;16
ES;ENTRADA;OUTROS;REINO UNIDO;3
ES;ENTRADA;OUTROS;ROMÊNIA;10
ES;ENTRADA;OUTROS;RÚSSIA;5
ES;ENTRADA;OUTROS;TURQUIA;4
ES;ENTRADA;OUTROS;UCRÂNIA;94
ES;ENTRADA;OUTROS;AZERBAIJÃO;1
ES;ENTRADA;OUTROS;BANGLADESH;36
ES;ENTRADA;OUTROS;BRASIL;2
ES;ENTRADA;OUTROS;CHINA;22
ES;ENTRADA;OUTROS;ETIÓPIA;1
ES;ENTRADA;OUTROS;FILIPINAS;857
ES;ENTRADA;OUTROS;GANA;2
ES;ENTRADA;OUTROS;GRÉCIA;2
ES;ENTRADA;OUTROS;INDONÉSIA;4
ES;ENTRADA;OUTROS;MYANMAR;59
ES;ENTRADA;OUTROS;PAQUISTÃO;1
ES;ENTRADA;OUTROS;RÚSSIA;21
ES;ENTRADA;OUTROS;SRI LANKA;2
ES;ENTRADA;OUTROS;UCRÂNIA;17
ES;ENTRADA;OUTROS;VIETNÃ;14
ES;ENTRADA;OUTROS;ÍNDIA;217
ES;ENTRADA;OUTROS;BRASIL;14
ES;ENTRADA;OUTROS;ANGOLA;1
ES;ENTRADA;OUTROS;CHINA;20
ES;ENTRADA;OUTROS;OMÃ;6
ES;ENTRADA;OUTROS;CHINA;148
ES;ENTRADA;OUTROS;GANA;1
ES;ENTRADA;TEMPORÁRIO;CHINA;154
ES;ENTRADA;TEMPORÁRIO;ETIÓPIA;6
ES;ENTRADA;OUTROS;BRASIL;9
ES;SAIDA;VISITANTE;POLÔNIA;3
ES;SAIDA;VISITANTE;URUGUAI;1
ES;SAIDA;VISITANTE;GEÓRGIA;4
ES;SAIDA;VISITANTE;UCRÂNIA;8
ES;SAIDA;OUTROS;BULGÁRIA;2
ES;SAIDA;OUTROS;CHIPRE;1
ES;SAIDA;OUTROS;CORÉIA DO SUL;54
ES;SAIDA;OUTROS;EGITO;2
ES;SAIDA;OUTROS;FILIPINAS;185
ES;SAIDA;OUTROS;GRÉCIA;14
ES;SAIDA;OUTROS;INDONÉSIA;2
ES;SAIDA;OUTROS;MONTENEGRO;7
ES;SAIDA;OUTROS;NORUEGA;1
ES;SAIDA;OUTROS;POLÔNIA;15
ES;SAIDA;OUTROS;REINO UNIDO;3
ES;SAIDA;OUTROS;ROMÊNIA;2
ES;SAIDA;OUTROS;RÚSSIA;3
ES;SAIDA;OUTROS;UCRÂNIA;67
ES;SAIDA;OUTROS;BANGLADESH;3
ES;SAIDA;OUTROS;CHINA;2
ES;SAIDA;OUTROS;CORÉIA DO SUL;1
ES;SAIDA;OUTROS;FILIPINAS;857
ES;SAIDA;OUTROS;GEÓRGIA;3
ES;SAIDA;OUTROS;GRÉCIA;2
ES;SAIDA;OUTROS;HUNGRIA;1
ES;SAIDA;OUTROS;ROMÊNIA;1
ES;SAIDA;OUTROS;RÚSSIA;17
ES;SAIDA;OUTROS;SRI LANKA;4
ES;SAIDA;OUTROS;TURQUIA;1
ES;SAIDA;OUTROS;UCRÂNIA;9
ES;SAIDA;OUTROS;ÍNDIA;228
ES;SAIDA;OUTROS;BRASIL;1
ES;SAIDA;OUTROS;COLÔMBIA;16
ES;SAIDA;OUTROS;CHINA;95
ES;SAIDA;OUTROS;OMÃ;6
ES;SAIDA;OUTROS;CHINA;120
ES;SAIDA;TEMPORÁRIO;CHINA;101
GO;ENTRADA;OUTROS;BRASIL;39
GO;SAIDA;VISITANTE;ESTADOS UNIDOS;1
GO;SAIDA;OUTROS;BRASIL;3
GO;SAIDA;OUTROS;ESTADOS UNIDOS;1
GO;SAIDA;OUTROS;REPÚBLICA DOMINICANA;3
GO;SAIDA;OUTROS;BRASIL;30
MA;ENTRADA;OUTROS;DINAMARCA;3
MA;ENTRADA;OUTROS;GEÓRGIA;3
MA;ENTRADA;OUTROS;GRÉCIA;2
MA;ENTRADA;OUTROS;ROMÊNIA;2
MA;ENTRADA;OUTROS;RÚSSIA;2
MA;ENTRADA;OUTROS;TURQUIA;6
MA;ENTRADA;OUTROS;UCRÂNIA;25
MA;ENTRADA;OUTROS;BANGLADESH;2
MA;ENTRADA;OUTROS;CORÉIA DO SUL;1
MA;ENTRADA;OUTROS;FILIPINAS;136
MA;ENTRADA;OUTROS;GRÉCIA;3
MA;ENTRADA;OUTROS;INDONÉSIA;7
MA;ENTRADA;OUTROS;LITUÂNIA;1
MA;ENTRADA;OUTROS;MYANMAR;38
MA;ENTRADA;OUTROS;ROMÊNIA;2
MA;ENTRADA;OUTROS;RÚSSIA;9
MA;ENTRADA;OUTROS;SRI LANKA;3
MA;ENTRADA;OUTROS;UCRÂNIA;10
MA;ENTRADA;OUTROS;ÍNDIA;33
MA;ENTRADA;OUTROS;CHINA;48
MA;SAIDA;VISITANTE;GEÓRGIA;1
MA;SAIDA;OUTROS;CORÉIA DO SUL;8
MA;SAIDA;OUTROS;DINAMARCA;1
MA;SAIDA;OUTROS;FILIPINAS;3
MA;SAIDA;OUTROS;GEÓRGIA;3
MA;SAIDA;OUTROS;GRÉCIA;1
MA;SAIDA;OUTROS;ITÁLIA;1
MA;SAIDA;OUTROS;ROMÊNIA;1
MA;SAIDA;OUTROS;TURQUIA;5
MA;SAIDA;OUTROS;UCRÂNIA;5
MA;SAIDA;OUTROS;CORÉIA DO SUL;1
MA;SAIDA;OUTROS;FILIPINAS;108
MA;SAIDA;OUTROS;GEÓRGIA;6
MA;SAIDA;OUTROS;INDONÉSIA;7
MA;SAIDA;OUTROS;MYANMAR;12
MA;SAIDA;OUTROS;PAQUISTÃO;1
MA;SAIDA;OUTROS;ROMÊNIA;1
MA;SAIDA;OUTROS;RÚSSIA;16
MA;SAIDA;OUTROS;SRI LANKA;2
MA;SAIDA;OUTROS;VIETNÃ;20
MA;SAIDA;OUTROS;ÍNDIA;60
MA;SAIDA;OUTROS;BRASIL;3
MA;SAIDA;OUTROS;ÍNDIA;2
MA;SAIDA;OUTROS;CHINA;21
MA;SAIDA;OUTROS;BRASIL;17
MG;ENTRADA;PERMANENTE;ALEMANHA;13
MG;ENTRADA;PERMANENTE;ARGENTINA;47
MG;ENTRADA;PERMANENTE;BOLÍVIA;1
MG;ENTRADA;PERMANENTE;BÉLGICA;2
MG;ENTRADA;PERMANENTE;CHILE;22
MG;ENTRADA;PERMANENTE;CHINA;2
MG;ENTRADA;PERMANENTE;COLÔMBIA;31
MG;ENTRADA;PERMANENTE;CORÉIA DO SUL;2
MG;ENTRADA;PERMANENTE;COSTA RICA;3
MG;ENTRADA;PERMANENTE;CUBA;4
MG;ENTRADA;PERMANENTE;DINAMARCA;1
MG;ENTRADA;PERMANENTE;EQUADOR;12
MG;ENTRADA;PERMANENTE;ESPANHA;7
MG;ENTRADA;PERMANENTE;ESTADOS UNIDOS;31
MG;ENTRADA;PERMANENTE;FRANÇA;9
MG;ENTRADA;PERMANENTE;ITÁLIA;26
MG;ENTRADA;PERMANENTE;JAPÃO;5
MG;ENTRADA;PERMANENTE;LUXEMBURGO;1
MG;ENTRADA;PERMANENTE;MÉXICO;4
MG;ENTRADA;PERMANENTE;NOVA ZELÂNDIA;1
MG;ENTRADA;PERMANENTE;PANAMÁ;1
MG;ENTRADA;PERMANENTE;PARAGUAI;1
MG;ENTRADA;PERMANENTE;PAÍSES BAIXOS;2
MG;ENTRADA;PERMANENTE;PERU;1
MG;ENTRADA;PERMANENTE;PORTUGAL;45
MG;ENTRADA;PERMANENTE;REINO UNIDO;4
MG;ENTRADA;PERMANENTE;SUÍÇA;5
MG;ENTRADA;PERMANENTE;TAIWAN;1
MG;ENTRADA;PERMANENTE;URUGUAI;1
MG;ENTRADA;PERMANENTE;VENEZUELA;2
MG;ENTRADA;PERMANENTE;ÁFRICA DO SUL;2
MG;ENTRADA;PERMANENTE;ÍNDIA;1
MG;ENTRADA;VISITANTE;ALEMANHA;59
MG;ENTRADA;VISITANTE;ARGENTINA;75
MG;ENTRADA;VISITANTE;AUSTRÁLIA;24
MG;ENTRADA;VISITANTE;BOLÍVIA;3
MG;ENTRADA;VISITANTE;BÉLGICA;14
MG;ENTRADA;VISITANTE;CABO VERDE;1
MG;ENTRADA;VISITANTE;CANADÁ;16
MG;ENTRADA;VISITANTE;CHILE;153
MG;ENTRADA;VISITANTE;CHINA;5
